Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
315000,1.2652822,-0.6049142,64.103966,0.25173515,0.00029055058,None,-19.89832531778436,-19.89832531778436,1.0
316000,1.2658024,-1.4228451,80.337425,0.18114945,0.0002905475,None,-23.01913070678711,-23.01913070678711,1.0
317000,1.2657723,-1.3667884,0.013946786,0.24080677,0.00029050908,None,None,None,1.0
318000,1.2646445,-1.244098,0.025154725,0.25907952,0.00029046874,None,None,None,1.0
319000,None,-1.0936867,None,None,None,None,None,None,1.0
320000,1.267786,-0.9715984,0.0051446706,0.23475362,0.0002904265,None,None,None,1.0
321000,1.2682202,-0.8879153,0.0041812854,0.24633217,0.00029038818,None,None,None,1.0
322000,None,-0.81013167,0.0028651615,0.2474056,0.0002903478,None,None,None,1.0
323000,1.2727116,-0.7355763,None,None,None,None,None,None,1.0
324000,1.2690251,-0.6180378,0.0043519204,0.24887517,0.00029030745,None,None,None,1.0
325000,1.279547,-0.5765585,0.0017584082,0.23439157,0.00029026717,None,None,None,1.0
326000,1.2798444,-0.5155339,0.002058458,0.21038467,0.0002902269,None,None,None,1.0
327000,None,-0.44568437,None,None,None,None,None,None,1.0
328000,1.2851236,-0.395036,0.0010786082,0.20868413,0.00029018655,None,None,None,1.0
329000,1.2864573,-0.35871062,0.0037865627,0.20621738,0.0002901462,None,None,None,1.0
330000,None,-0.3153296,0.00042003975,0.23722087,0.00029010588,None,None,None,1.0
331000,1.2869836,-0.2819261,None,None,None,None,None,None,1.0
332000,1.2846212,-0.23364162,0.00057962973,0.23088522,0.00029006554,None,None,None,1.0
333000,1.2894772,-0.21057431,0.00038222235,0.20207818,0.00029002526,None,None,None,1.0
334000,1.2966366,-0.18985984,0.00032884802,0.22882503,0.00028998495,499.0,-18.79340934753418,-18.79340934753418,1.0
335000,None,-0.17548625,61.533604,0.25217655,0.00028995186,499.0,-19.97780075073242,-19.97780075073242,1.0
336000,1.2924227,-0.6156146,65.16848,0.24302268,0.00028992063,None,-19.920750216433877,-19.920750216433877,1.0
337000,1.2930391,-1.4623811,90.2118,0.18718737,0.00028991755,None,-24.08270835876465,-24.08270835876465,1.0
338000,1.29234,-1.4166799,0.017578967,0.246475,0.00028987718,None,None,None,1.0
339000,1.2877306,-1.2834015,0.015755668,0.2584376,0.00028983684,None,None,None,1.0
340000,None,-1.1274168,None,None,None,None,None,None,1.0
341000,1.2862383,-1.0003016,0.006115624,0.25891328,0.00028979656,None,None,None,1.0
342000,1.2873698,-0.9039904,0.007689706,0.24132974,0.00028975622,None,None,None,1.0
343000,None,-0.8147593,0.0029925413,0.25617978,0.00028971586,None,None,None,1.0
344000,1.2785928,-0.7265383,None,None,None,None,None,None,1.0
345000,1.2793794,-0.6465765,0.0023579996,0.2465263,0.00028967747,None,None,None,1.0
346000,1.272814,-0.5926557,0.0018684992,0.24376649,0.00028963716,None,None,None,1.0
347000,1.2741221,-0.53514683,0.002063388,0.2688714,0.00028959682,None,None,None,1.0
348000,None,-0.46268168,None,None,None,None,None,None,1.0
349000,1.2701764,-0.41566908,0.0008100486,0.25859615,0.00028955465,None,None,None,1.0
350000,1.2671642,-0.3795309,0.0007527394,0.23744269,0.00028951623,None,None,None,1.0
351000,None,-0.34341776,0.0004428049,0.23870535,0.00028947592,None,None,None,1.0
352000,1.2684559,-0.30486825,None,None,None,None,None,None,1.0
353000,1.2651515,-0.255876,0.00053842226,0.25168103,0.00028943561,None,None,None,1.0
354000,1.2653469,-0.23391432,0.00039470586,0.20840795,0.00028939333,None,None,None,1.0
355000,1.2690976,-0.20953295,0.00021742606,0.21210559,0.00028935494,499.0,-20.899736404418945,-20.899736404418945,1.0
356000,None,-0.20441751,66.03969,0.2404799,0.00028932185,499.0,-20.840471506118774,-20.840471506118774,1.0
357000,1.2725077,-0.5907375,58.586765,0.2508918,0.00028929068,None,-18.140945083216618,-18.140945083216618,1.0
358000,1.2675835,-1.4170032,61.59959,0.2624701,0.00028928748,None,-20.127658367156982,-20.127658367156982,1.0
359000,1.2688315,-1.3600911,0.013920573,0.25810266,0.00028924906,None,None,None,1.0
360000,1.2762891,-1.2370193,0.01289525,0.22747654,0.00028920878,None,None,None,1.0
361000,None,-1.0926187,None,None,None,None,None,None,1.0
362000,1.2730426,-0.95884824,0.005587606,0.2373269,0.00028916844,None,None,None,1.0
363000,1.2723888,-0.85813904,0.00741573,0.2450794,0.00028912813,None,None,None,1.0
364000,None,-0.77762485,0.0023676401,0.26765674,0.00028908587,None,None,None,1.0
365000,1.2739165,-0.6979665,None,None,None,None,None,None,1.0
