0,3804972
0,8062546
-0,2630574
-0,3063966
-0,9186881
-0,4549395
-0,4180971
-0,5385432
0,4011416
-0,2681469
0,5792153
0,8012996
0,103927
-0,2571272
0,6415877
-0,851295
-0,8168356
-0,1389884
0,8073816
0,4706261
0,8407497
0,4407894
0,7594032
-0,7615995
0,5254183
0,888617
0,641185
0,7965555
-0,7313802
-0,2309736
-0,7659116
0,7692361
-0,3120898
0,07668102
-0,6602371
-0,5314708
-0,8487186
-0,4782273
0,5133748
0,4660923
0,2003285
0,1934866
0,4609589
-0,499518
-0,5875411
-0,4940029
-0,01607049
-0,760885
-0,4560775
-0,05439174
0,478137
-0,890897
-0,6566575
-0,5353446
-0,641326
-0,279802
0,1210846
0,4322054
0,2238342
0,493623
-0,5028214
0,781188
0,2823329
0,1613358
0,4332797
0,305892
0,6600044
0,581219
-0,1204616
0,6461782
0,4360311
-0,1217192
0,912066
0,9358199
-0,9829309
-0,9272969
-0,3094858
0,7232201
-0,9815979
0,2716341
0,8743129
0,3824773
-0,6692162
-0,6157999
-0,2458321
-0,2162029
-0,003337502
