-0,06198639
0,5052189
0,09832054
-0,3062328
0,3503642
0,5866349
0,2326544
-0,09150159
0,1686718
0,02139962
0,3814724
0,2830957
0,04264146
0,2512074
0,4448292
-0,06537062
-0,07137966
-0,8381851
-0,1067906
0,1308185
0,4671707
0,2546605
0,4744071
-0,2541199
-0,6871215
-0,3369462
0,4051026
-0,1440366
-0,1077392
0,1057305
0,1975319
-0,1611528
0,2583601
0,2592582
0,3178097
0,2734072
-0,4335493
-0,1344392
0,03886634
-0,03999597
0,06112355
0,1051334
-0,05843872
0,2245331
-0,04347628
0,2163601
-0,1349245
0,06535774
0,09525913
0,36766
-0,3067914
0,1556883
-0,3552059
-0,1750662
-0,03503603
0,1503672
0,3638549
0,08109003
0,3913715
-0,2478622
-0,4109058
-0,283036
-0,1132494
0,414014
-0,08805877
0,2744968
0,2488134
0,01404148
0,3280817
0,3979632
0,3064023
-0,4451066
0,1914509
0,1116386
0,3180243
0,02422708
-0,2979465
0,2315956
-0,237843
-0,05825514
0,02384931
-0,4260679
-0,1856216
0,1274643
-0,2950972
-0,4979689
-0,3891315
-0,2518691
-0,1649464
0,1582502
-0,4237236
0,3986624
-0,4562486
-0,2888608
-0,3048381
0,4429923
0,1240644
0,2378164
-0,3256156
0,06380934
-0,06222028
0,193125
0,3010256
0,4850516
0,2630731
0,4065546
0,04193908
-0,1616601
-0,2859547
-0,1243876
0,2611386
-0,4320716
-0,05242294
0,2992547
0,02164298
-0,2622827
-0,1957131
-0,3358104
-0,1001633
0,3744096
-0,3414677
0,07592076
-0,448787
0,1780867
0,1920106
0,1287398
0,1727004
0,1589817
0,2528545
-0,3770354
-0,2983233
0,3720936
0,09437054
-0,4754763
0,423295
0,1488806
0,4057779
0,2937248
0,08619124
-0,03816992
-0,1038932
0,09007841
-0,1608694
0,3731358
0,2954618
-0,2541636
-0,4455085
-0,2034381
-0,3832736
0,4801775
-0,1141794
-0,4969286
0,3355181
-0,07073861
0,3098073
0,1303978
-0,09498042
-0,06744236
-0,1076296
-0,2565113
0,3353713
0,4594742
-0,3929433
0,3732522
0,316204
-0,3100539
0,2874205
-0,02368158
0,3231235
-0,4553587
-0,3419492
0,4961125
-0,4436299
0,2249194
-0,2468048
