-0,5583977
-1,080524
-1,208392
-0,1946662
-0,2743475
-0,9701565
-0,4630682
-0,07580595
-0,1263015
1,338477
-0,3197445
0,3447533
-0,4046645
-0,6019379
-0,1046703
0,2038435
-0,3358735
-0,3655997
-0,3126309
-0,3254442
-0,6380408
-0,3476724
-0,5471892
1,051623
-0,2214953
0,8101997
0,3252041
-0,008914292
0,1282422
0,3138187
-0,07097846
-0,3919061
0,3708391
-0,4123412
-0,339939
0,2829207
0,2592851
-0,3944606
-0,1297159
-0,08836788
-0,09413677
0,1244126
-0,1627433
-0,3646327
0,1197427
-0,09712082
0,06852525
0,2012852
0,4935853
-0,1258157
0,05339843
-0,3583179
-0,4883168
0,4454496
0,07148618
-0,108841
-0,2821699
0,4085872
-0,3176546
-0,3484486
-0,3647274
-0,3972019
-0,172307
0,349082
0,2681535
0,2267005
-0,3906744
-0,4678372
0,2384657
0,4820915
-0,153544
-0,2405435
0,2589978
-0,1434
0,4246738
0,1268852
-0,1969437
0,4239805
0,4469635
-0,3598398
-0,250483
0,100403
0,2701378
-0,227269
-0,1953289
-0,2312886
-0,0970847
0,255652
0,4842386
0,1980258
-0,1377863
-0,1831433
0,2410378
-0,181125
0,4872651
-0,4085115
-0,01604503
0,2852421
-0,280578
0,001873791
0,4778148
-0,1209868
-0,06584114
0,3450452
-0,1984021
0,4390533
-0,2667289
0,01241726
0,3513049
-0,2329053
0,3347583
0,4592645
0,1976377
0,2966722
0,4400953
-0,2820047
0,3653094
0,2057441
-0,4323994
-0,1866474
-0,3342234
-0,3761117
0,4858096
-0,003817499
-0,2618316
0,01055413
-0,4416553
0,4623135
-0,05950326
0,4277875
-0,01780289
-0,2929689
-0,494756
0,304467
0,1792091
0,08523327
-0,1117092
-0,1738672
0,2465489
-0,2812095
0,1000795
0,100455
-0,009429634
0,4041729
-0,4887507
0,4986684
-0,2597047
-0,3373618
-0,2437201
-0,07445914
-0,2850599
0,09435111
-0,4403462
-0,4146193
-0,05949849
-0,3348804
0,332914
0,01317781
0,2225168
-0,313284
0,3768086
-0,05809587
0,1010707
-0,01890486
-0,4612906
-0,1928981
-0,1194652
-0,3307288
-0,4362916
-0,4782151
0,08524841
0,3126428
-0,3373145
-0,2301136
-0,1324343
-0,3406191
0,494997
0,3265243
0,3873563
-0,4503585
0,06172901
-0,06263775
0,1932198
0,3258269
0,248652
0,02161199
